#,Rule Type,Template Correct Phrase,Template Error Phrase,Correct Phrase Syntactic Tags,Error Phrase Syntactic Tags,Requisite Syntactic Tags,Inserted,Modified,Preserved,Substituted,Deleted,
token123,Token,"零し,て","零す,て","動詞,自立,五段・サ行,連用形,零す,助詞,接続助詞,*,*,て","動詞,自立,五段・サ行,基本形,零す,助詞,接続助詞,*,*,て","1,0,0,1,0,1,1,-1,-1,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token124,Token,"立っ,たり","立ち,たり","動詞,自立,五段・タ行,連用タ接続,立つ,助詞,並立助詞,*,*,たり","動詞,自立,五段・タ行,連用形,立つ,助詞,並立助詞,*,*,たり","1,0,0,1,0,1,1,0,0,0",[],"[[0, 0]]","[[1, 1]]",[],[],
token125,Token,"死ぬ,かも","死に,かも","動詞,自立,五段・ナ行,基本形,死ぬ,助詞,副助詞,*,*,かも","動詞,自立,五段・ナ行,連用形,死ぬ,助詞,副助詞,*,*,かも","1,0,0,1,0,1,1,-1,-1,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token126,Token,"遊ん,で","遊ぶ,で","動詞,自立,五段・バ行,連用タ接続,遊ぶ,助詞,接続助詞,*,*,で","動詞,自立,五段・バ行,基本形,遊ぶ,助詞,接続助詞,*,*,で","1,0,0,1,0,1,1,-1,-1,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token127,Token,"遊ん,で","遊ん,て","動詞,自立,五段・バ行,連用タ接続,遊ぶ,助詞,接続助詞,*,*,で","動詞,自立,五段・バ行,連用タ接続,遊ぶ,助詞,接続助詞,*,*,て","1,0,0,1,0,1,1,-1,-1,1",[],[],"[[0, 0]]","[[1, 1]]",[],
token128,Token,"遊び,ます","遊ぶ,い,ます","動詞,自立,五段・バ行,連用形,遊ぶ,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・バ行,基本形,遊ぶ,動詞,非自立,一段,連用形,いる,助動詞,*,特殊・マス,基本形,ます","1,0,0,1,0,1,-1,1,0,1",[1],"[[0, 0]]","[[2, 1]]",[],[],
token129,Token,"住む,つもり","住み,つもり","動詞,自立,五段・マ行,基本形,住む,名詞,非自立,*,*,つもり","動詞,自立,五段・マ行,連用形,住む,名詞,一般,*,*,つもり","1,0,0,1,0,1,1,-1,-1,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token130,Token,"住ん,だ","住み,だ","動詞,自立,五段・マ行,連用タ接続,住む,助動詞,*,特殊・タ,基本形,だ","動詞,自立,五段・マ行,連用形,住む,助動詞,*,特殊・タ,基本形,だ","1,0,0,1,0,1,-1,1,0,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token131,Token,"住ん,で,い,ます","住み,ます","動詞,自立,五段・マ行,連用タ接続,住む,助詞,接続助詞,*,*,で,動詞,非自立,一段,連用形,いる,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・マ行,連用形,住む,助動詞,*,特殊・マス,基本形,ます","1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,-1,1,0,1",[],"[[0, 0]]","[[1, 3]]",[],"[1, 2]",
token132,Token,"読ん,だ","読み,た","動詞,自立,五段・マ行,連用タ接続,読む,助動詞,*,特殊・タ,基本形,だ","動詞,自立,五段・マ行,連用形,読む,助動詞,*,特殊・タ,基本形,た","1,0,0,1,0,1,-1,1,1,1",[],"[[0, 0]]",[],"[[1, 1]]",[],
token133,Token,"頼ん,で,、,聞く","頼む,、,聞く","動詞,自立,五段・マ行,連用タ接続,頼む,助詞,接続助詞,*,*,で,記号,読点,*,*,、,動詞,自立,五段・カ行イ音便,基本形,聞く","動詞,自立,五段・マ行,基本形,頼む,記号,読点,*,*,、,動詞,自立,五段・カ行イ音便,基本形,聞く","1,0,0,1,0,1,0,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0",[],"[[0, 0]]","[[1, 2], [2, 3]]",[],[1],
token134,Token,"読み,し,ます","読み,に,し,ます","動詞,自立,五段・マ行,連用形,読む,動詞,自立,サ変・スル,連用形,する,助動詞,*,特殊・マス,基本形,ます","名詞,一般,*,*,読み,助詞,格助詞,*,*,に,動詞,自立,サ変・スル,連用形,する,助動詞,*,特殊・マス,基本形,ます","1,0,0,1,0,1,1,1,1,1,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1], [3, 2]]",[],[],
token135,Token,飲み,"飲み,る","動詞,自立,五段・マ行,連用形,飲む","動詞,自立,五段・マ行,連用形,飲む,動詞,非自立,一段,基本形,る","1,0,0,1,0",[1],[],"[[0, 0]]",[],[],
token136,Token,"飲み,たい","飲み,ほしい","動詞,自立,五段・マ行,連用形,飲む,助動詞,*,特殊・タイ,基本形,たい","動詞,自立,五段・マ行,連用形,飲む,形容詞,非自立,形容詞・イ段,基本形,ほしい","1,0,0,1,0,1,-1,1,0,1",[],[],"[[0, 0]]","[[1, 1]]",[],
token137,Token,"飲み,たかっ,た","飲み,たい,でし,た","動詞,自立,五段・マ行,連用形,飲む,助動詞,*,特殊・タイ,連用タ接続,たい,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・マ行,連用形,飲む,助動詞,*,特殊・タイ,基本形,たい,助動詞,*,特殊・デス,連用形,です,助動詞,*,特殊・タ,基本形,た","1,0,0,1,0,1,-1,1,1,1,1,-1,1,0,1",[2],"[[1, 1]]","[[0, 0], [3, 2]]",[],[],
token138,Token,"飲み,たく,なかっ","飲み,た,なかっ","動詞,自立,五段・マ行,連用形,飲む,助動詞,*,特殊・タイ,連用テ接続,たい,助動詞,*,特殊・ナイ,連用タ接続,ない","動詞,自立,五段・マ行,連用形,飲む,助動詞,*,特殊・タ,基本形,た,助動詞,*,特殊・ナイ,連用タ接続,ない","1,0,0,1,0,1,-1,1,1,1,1,-1,1,0,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token139,Token,"ある,か,分かる","ある,分かる","動詞,自立,五段・ラ行,基本形,ある,助詞,副助詞／並立助詞／終助詞,*,*,か,動詞,自立,五段・ラ行,基本形,分かる","動詞,自立,五段・ラ行,基本形,ある,動詞,自立,五段・ラ行,基本形,分かる","1,0,0,1,0,0,0,-1,-1,1,1,0,0,0,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token140,Token,"なる,か","なり,ます,か","動詞,自立,五段・ラ行,基本形,なる,助詞,副助詞／並立助詞／終助詞,*,*,か","動詞,自立,五段・ラ行,連用形,なる,助動詞,*,特殊・マス,基本形,ます,助詞,副助詞／並立助詞／終助詞,*,*,か","1,0,0,1,0,1,1,-1,-1,0",[1],"[[0, 0]]","[[2, 1]]",[],[],
token141,Token,"終わる,前,に","終わる,前,で","動詞,自立,五段・ラ行,基本形,終わる,名詞,副詞可能,*,*,前,助詞,格助詞,*,*,に","動詞,自立,五段・ラ行,基本形,終わる,名詞,副詞可能,*,*,前,助詞,格助詞,*,*,で","1,0,0,1,0,1,1,-1,-1,0,1,1,-1,-1,1",[2],[],"[[0, 0], [1, 1]]",[],[2],
token142,Token,"降る,前","降ら,ない,前","動詞,自立,五段・ラ行,基本形,降る,名詞,副詞可能,*,*,前","動詞,自立,五段・ラ行,未然形,降る,助動詞,*,特殊・ナイ,基本形,ない,名詞,副詞可能,*,*,前","1,0,0,1,0,1,1,-1,-1,1",[1],"[[0, 0]]","[[2, 1]]",[],[],
token143,Token,"降る,前","降っ,て,前","動詞,自立,五段・ラ行,基本形,降る,名詞,副詞可能,*,*,前","動詞,自立,五段・ラ行,連用タ接続,降る,助詞,接続助詞,*,*,て,名詞,副詞可能,*,*,前","1,0,0,1,0,1,1,-1,-1,0",[1],"[[0, 0]]","[[2, 1]]",[],[],
token144,Token,"降る,前","降っ,た,前","動詞,自立,五段・ラ行,基本形,降る,名詞,副詞可能,*,*,前","動詞,自立,五段・ラ行,連用タ接続,降る,助動詞,*,特殊・タ,基本形,た,名詞,副詞可能,*,*,前","1,0,0,1,0,1,1,-1,-1,0",[1],"[[0, 0]]","[[2, 1]]",[],[],
token145,Token,"作ろ,う",作ろ,"動詞,自立,五段・ラ行,未然ウ接続,作る,助動詞,*,不変化型,基本形,う","動詞,自立,五段・ラ行,未然ウ接続,作る","1,0,0,1,0,1,-1,1,1,1",[],[],"[[0, 0]]",[],[1],
token146,Token,"なら,ない,か","なり,ませ,ん,か","動詞,自立,五段・ラ行,未然形,なる,助動詞,*,特殊・ナイ,基本形,ない,助詞,副助詞／並立助詞／終助詞,*,*,か","動詞,自立,五段・ラ行,連用形,なる,助動詞,*,特殊・マス,未然形,ます,助動詞,*,不変化型,基本形,ん,助詞,副助詞／並立助詞／終助詞,*,*,か","1,0,0,1,0,0,-1,0,0,1,1,1,-1,-1,0","[1, 2]","[[0, 0]]","[[3, 2]]",[],[1],
token147,Token,"作ら,なかっ","作ら,なっ","動詞,自立,五段・ラ行,未然形,作る,助動詞,*,特殊・ナイ,連用タ接続,ない","動詞,自立,五段・ラ行,未然形,作る,動詞,非自立,五段・ラ行,連用タ接続,なる","1,0,0,1,0,1,-1,1,1,1",[],[],"[[0, 0]]","[[1, 1]]",[],
token148,Token,"分から,ない","分かり,ない","動詞,自立,五段・ラ行,未然形,分かる,助動詞,*,特殊・ナイ,基本形,ない","動詞,自立,五段・ラ行,連用形,分かる,助動詞,*,特殊・ナイ,基本形,ない","1,0,0,1,0,1,-1,1,0,0",[],"[[0, 0]]","[[1, 1]]",[],[],
token149,Token,"あっ,た,と","あっ,て,と","動詞,自立,五段・ラ行,連用タ接続,ある,助動詞,*,特殊・タ,基本形,た,助詞,格助詞,*,*,と","動詞,自立,五段・ラ行,連用タ接続,ある,助詞,接続助詞,*,*,て,助詞,格助詞,*,*,と","1,0,0,0,0,1,-1,1,1,1,1,1,-1,-1,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token150,Token,"なっ,た,と","なり,まし,た,と","動詞,自立,五段・ラ行,連用タ接続,なる,助動詞,*,特殊・タ,基本形,た,助詞,格助詞,*,*,と","動詞,自立,五段・ラ行,連用形,なる,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た,助詞,格助詞,*,*,と","1,0,0,1,0,1,-1,0,0,1,1,1,-1,-1,1",[1],"[[0, 0]]","[[2, 1], [3, 2]]",[],[],
token151,Token,"やっ,た,から","やっ,て,から","動詞,自立,五段・ラ行,連用タ接続,やる,助動詞,*,特殊・タ,基本形,た,助詞,接続助詞,*,*,から","動詞,自立,五段・ラ行,連用タ接続,やる,助詞,接続助詞,*,*,て,助詞,格助詞,*,*,から","1,0,0,0,0,1,1,-1,-1,1,1,1,-1,-1,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token152,Token,"作っ,た","作り,た","動詞,自立,五段・ラ行,連用タ接続,作る,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ラ行,連用形,作る,助動詞,*,特殊・タ,基本形,た","1,0,0,1,0,1,-1,1,0,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token153,Token,"作っ,た","作る,た","動詞,自立,五段・ラ行,連用タ接続,作る,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ラ行,基本形,作る,助動詞,*,特殊・タ,基本形,た","1,0,0,1,0,1,-1,1,0,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token154,Token,"作っ,た","作っ,かっ,た","動詞,自立,五段・ラ行,連用タ接続,作る,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ラ行,連用タ接続,作る,動詞,自立,五段・ワ行促音便,連用タ接続,かう,助動詞,*,特殊・タ,基本形,た","1,0,0,1,0,1,-1,1,0,0",[1],[],"[[0, 0], [2, 1]]",[],[],
token155,Token,"作っ,て,おく","作り,おく","動詞,自立,五段・ラ行,連用タ接続,作る,助詞,接続助詞,*,*,て,動詞,非自立,五段・カ行イ音便,基本形,おく","動詞,自立,五段・ラ行,連用形,作る,動詞,非自立,五段・カ行イ音便,基本形,おく","1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,0",[],"[[0, 0]]","[[1, 2]]",[],[1],
token156,Token,"分かっ,た","分かっ,た,です","動詞,自立,五段・ラ行,連用タ接続,分かる,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ラ行,連用タ接続,分かる,助動詞,*,特殊・タ,基本形,た,助動詞,*,特殊・デス,基本形,です","1,0,0,1,0,1,-1,1,1,1",[2],[],"[[0, 0], [1, 1]]",[],[],
token157,Token,"分かっ,て","分かる,て","動詞,自立,五段・ラ行,連用タ接続,分かる,助詞,接続助詞,*,*,て","動詞,自立,五段・ラ行,基本形,分かる,助詞,接続助詞,*,*,て","1,0,0,1,0,1,1,-1,-1,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token158,Token,"なり,たい,から","なり,たい,だから","動詞,自立,五段・ラ行,連用形,なる,助動詞,*,特殊・タイ,基本形,たい,助詞,接続助詞,*,*,から","動詞,自立,五段・ラ行,連用形,なる,助動詞,*,特殊・タイ,基本形,たい,接続詞,*,*,*,だから","1,0,0,1,0,1,-1,1,1,1,1,1,-1,-1,1",[2],[],"[[0, 0], [1, 1]]",[],[2],
token159,Token,"やり,まし,た","やり,まし,た,です","動詞,自立,五段・ラ行,連用形,やる,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ラ行,連用形,やる,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た,助動詞,*,特殊・デス,基本形,です","1,0,0,1,0,1,-1,1,1,1,1,-1,1,0,0",[3],[],"[[0, 0], [1, 1], [2, 2]]",[],[],
token160,Token,"やり,過ぎ","やる,過ぎ","動詞,自立,五段・ラ行,連用形,やる,動詞,非自立,一段,連用形,過ぎる","動詞,自立,五段・ラ行,基本形,やる,動詞,非自立,一段,連用形,過ぎる","1,0,0,1,0,1,1,0,0,0",[],"[[0, 0]]","[[1, 1]]",[],[],
token161,Token,"やり,過ぎ","やっ,て,過ぎ","動詞,自立,五段・ラ行,連用形,やる,動詞,非自立,一段,連用形,過ぎる","動詞,自立,五段・ラ行,連用タ接続,やる,助詞,接続助詞,*,*,て,動詞,非自立,一段,連用形,過ぎる","1,0,0,1,0,1,1,0,0,0",[1],"[[0, 0]]","[[2, 1]]",[],[],
token162,Token,"わかり,ませ,ん,でし","わから,ない,でし","動詞,自立,五段・ラ行,連用形,わかる,助動詞,*,特殊・マス,未然形,ます,助動詞,*,不変化型,基本形,ん,助動詞,*,特殊・デス,連用形,です","動詞,自立,五段・ラ行,未然形,わかる,助動詞,*,特殊・ナイ,基本形,ない,助動詞,*,特殊・デス,連用形,です","1,0,0,1,0,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1",[1],"[[0, 0]]","[[2, 3]]",[],"[1, 2]",
token163,Token,"作り,たい","作っ,たい","動詞,自立,五段・ラ行,連用形,作る,助動詞,*,特殊・タイ,基本形,たい","動詞,自立,五段・ラ行,連用タ接続,作る,助動詞,*,特殊・タイ,基本形,たい","1,0,0,1,0,1,-1,1,0,0",[],"[[0, 0]]","[[1, 1]]",[],[],
token164,Token,"作り,たい","作る,たい","動詞,自立,五段・ラ行,連用形,作る,助動詞,*,特殊・タイ,基本形,たい","動詞,自立,五段・ラ行,基本形,作る,助動詞,*,特殊・タイ,基本形,たい","1,0,0,1,0,1,-1,1,0,0",[],"[[0, 0]]","[[1, 1]]",[],[],
token165,Token,"作り,ます","作り,い,ます","動詞,自立,五段・ラ行,連用形,作る,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・ラ行,連用形,作る,動詞,非自立,一段,連用形,いる,助動詞,*,特殊・マス,基本形,ます","1,0,0,1,0,1,-1,1,0,0",[1],[],"[[0, 0], [2, 1]]",[],[],
token166,Token,"作り,ます","作る,です","動詞,自立,五段・ラ行,連用形,作る,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・ラ行,基本形,作る,助動詞,*,特殊・デス,基本形,です","1,0,0,0,0,0,-1,0,0,1",[],"[[0, 0]]",[],"[[1, 1]]",[],
token167,Token,"作り,まし","作る,まし","動詞,自立,五段・ラ行,連用形,作る,助動詞,*,特殊・マス,連用形,ます","動詞,自立,五段・ラ行,基本形,作る,助動詞,*,特殊・マス,連用形,ます","1,0,0,0,0,1,-1,1,0,1",[],"[[0, 0]]","[[1, 1]]",[],[],
token168,Token,"帰り,たい","帰り,た","動詞,自立,五段・ラ行,連用形,帰る,助動詞,*,特殊・タイ,基本形,たい","動詞,自立,五段・ラ行,連用形,帰る,助動詞,*,特殊・タイ,ガル接続,たい","1,0,0,1,0,1,-1,1,1,1",[],"[[1, 1]]","[[0, 0]]",[],[],
token169,Token,"帰り,たかっ,た","帰り,かっ,た","動詞,自立,五段・ラ行,連用形,帰る,助動詞,*,特殊・タイ,連用タ接続,たい,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ラ行,連用形,帰る,動詞,自立,五段・タ行,連用タ接続,かつ,助動詞,*,特殊・タ,基本形,た","1,0,0,1,0,1,-1,1,1,1,1,-1,1,0,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token170,Token,"降り,ませ","降り,て,ませ","動詞,自立,五段・ラ行,連用形,降る,助動詞,*,特殊・マス,未然形,ます","動詞,自立,一段,連用形,降りる,助詞,接続助詞,*,*,て,助動詞,*,特殊・マス,未然形,ます","1,0,0,0,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token171,Token,"使っ,て,は","使い,ます,は","動詞,自立,五段・ワ行促音便,連用タ接続,使う,助詞,接続助詞,*,*,て,助詞,係助詞,*,*,は","動詞,自立,五段・ワ行促音便,連用形,使う,助動詞,*,特殊・マス,基本形,ます,助詞,係助詞,*,*,は","1,0,0,0,0,1,1,-1,-1,1,1,1,-1,-1,1",[1],"[[0, 0]]","[[2, 2]]",[],[1],
token172,Token,"使っ,て,も","使う,も","動詞,自立,五段・ワ行促音便,連用タ接続,使う,助詞,接続助詞,*,*,て,助詞,係助詞,*,*,も","動詞,自立,五段・ワ行促音便,基本形,使う,助詞,係助詞,*,*,も","1,0,0,0,0,1,1,-1,-1,1,1,1,-1,-1,1",[],"[[0, 0]]","[[1, 2]]",[],[1],
token173,Token,"使っ,て,も,いい","使っ,て,は,いい","動詞,自立,五段・ワ行促音便,連用タ接続,使う,助詞,接続助詞,*,*,て,助詞,係助詞,*,*,も,形容詞,非自立,形容詞・イイ,基本形,いい","動詞,自立,五段・ワ行促音便,連用タ接続,使う,助詞,接続助詞,*,*,て,助詞,係助詞,*,*,は,形容詞,非自立,形容詞・イイ,基本形,いい","1,0,0,0,0,1,1,-1,-1,1,1,1,-1,-1,1,1,0,0,0,0",[2],[],"[[0, 0], [1, 1], [3, 3]]",[],[2],
token174,Token,"吸っ,て","吸い,て","動詞,自立,五段・ワ行促音便,連用タ接続,吸う,助詞,接続助詞,*,*,て","動詞,自立,五段・ワ行ウ音便,連用形,吸う,助詞,接続助詞,*,*,て","1,0,0,1,0,1,1,-1,-1,0",[],"[[0, 0]]","[[1, 1]]",[],[],
token175,Token,"吸っ,て,は,いけ","吸っ,て,いけ","動詞,自立,五段・ワ行促音便,連用タ接続,吸う,助詞,接続助詞,*,*,て,助詞,係助詞,*,*,は,動詞,非自立,一段,未然形,いける","動詞,自立,五段・ワ行促音便,連用タ接続,吸う,助詞,接続助詞,*,*,て,動詞,非自立,一段,未然形,いける","1,0,0,0,0,1,1,-1,-1,0,1,1,-1,-1,1,1,0,0,0,0",[],[],"[[0, 0], [1, 1], [2, 3]]",[],[2],
token176,Token,"払っ,た","払っ,て,です","動詞,自立,五段・ワ行促音便,連用タ接続,払う,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ワ行促音便,連用タ接続,払う,助詞,接続助詞,*,*,て,助動詞,*,特殊・デス,基本形,です","1,0,0,0,0,1,-1,1,1,1","[1, 2]",[],"[[0, 0]]",[],[1],
token177,Token,"言っ,た,こと","言い,まし,た,こと","動詞,自立,五段・ワ行促音便,連用タ接続,言う,助動詞,*,特殊・タ,基本形,た,名詞,非自立,*,*,こと","動詞,自立,五段・ワ行促音便,連用形,言う,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た,名詞,非自立,*,*,こと","1,0,0,1,0,1,-1,1,1,1,1,0,-1,-1,0",[1],"[[0, 0]]","[[2, 1], [3, 2]]",[],[],
token178,Token,"買っ,た,時","買っ,た,の,時","動詞,自立,五段・ワ行促音便,連用タ接続,買う,助動詞,*,特殊・タ,基本形,た,名詞,非自立,*,*,時","動詞,自立,五段・ワ行促音便,連用タ接続,買う,助動詞,*,特殊・タ,基本形,た,助詞,連体化,*,*,の,名詞,非自立,*,*,時","1,0,0,0,0,0,-1,0,1,1,1,0,0,0,0",[2],[],"[[0, 0], [1, 1], [3, 2]]",[],[],
token179,Token,"会い,た,がる","会い,たい,がる","動詞,自立,五段・ワ行促音便,連用形,会う,助動詞,*,特殊・タイ,ガル接続,たい,動詞,接尾,五段・ラ行,基本形,がる","動詞,自立,五段・ワ行促音便,連用形,会う,助動詞,*,特殊・タイ,基本形,たい,動詞,接尾,五段・ラ行,基本形,がる","1,0,0,1,0,1,-1,1,1,1,1,1,1,0,1",[],"[[1, 1]]","[[0, 0], [2, 2]]",[],[],
token180,Token,"嫌い,そう","嫌い,な,そう","動詞,自立,五段・ワ行促音便,連用形,嫌う,名詞,接尾,*,*,そう","名詞,形容動詞語幹,*,*,嫌い,助動詞,*,特殊・ダ,体言接続,だ,副詞,助詞類接続,*,*,そう","1,0,0,1,0,1,1,-1,-1,0",[1],[],"[[0, 0], [2, 1]]",[],[],
token181,Token,"払い,ます","払っ,て,です","動詞,自立,五段・ワ行促音便,連用形,払う,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・ワ行促音便,連用タ接続,払う,助詞,接続助詞,*,*,て,助動詞,*,特殊・デス,基本形,です","1,0,0,1,0,1,-1,1,0,1",[1],"[[0, 0]]",[],"[[2, 1]]",[],
token182,Token,"言い,まし,た","言っ,た,です","動詞,自立,五段・ワ行促音便,連用形,言う,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ワ行促音便,連用タ接続,言う,助動詞,*,特殊・タ,基本形,た,助動詞,*,特殊・デス,基本形,です","1,0,0,0,0,1,-1,1,1,1,1,-1,1,1,1",[2],"[[0, 0]]","[[1, 2]]",[],[1],
token183,Token,"買い,たい,と","買い,たい,だ,と","動詞,自立,五段・ワ行促音便,連用形,買う,助動詞,*,特殊・タイ,基本形,たい,助詞,格助詞,*,*,と","動詞,自立,五段・ワ行促音便,連用形,買う,助動詞,*,特殊・タイ,基本形,たい,助動詞,*,特殊・ダ,基本形,だ,助詞,接続助詞,*,*,と","1,0,0,0,0,1,-1,1,1,1,1,1,-1,-1,1",[2],"[[3, 2]]","[[0, 0], [1, 1]]",[],[],
token184,Token,"買い,ます","買い,し,ます","動詞,自立,五段・ワ行促音便,連用形,買う,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・ワ行促音便,連用形,買う,動詞,自立,サ変・スル,連用形,する,助動詞,*,特殊・マス,基本形,ます","1,0,0,0,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token185,Token,"買い,まし,た","買い,し,た","動詞,自立,五段・ワ行促音便,連用形,買う,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た","動詞,自立,五段・ワ行促音便,連用形,買う,動詞,自立,サ変・スル,連用形,する,助動詞,*,特殊・タ,基本形,た","1,0,0,0,0,1,-1,1,1,1,1,-1,1,0,1",[],[],"[[0, 0], [2, 2]]","[[1, 1]]",[],
token186,Token,"テスト,が,ある","テスト,が,いる","名詞,サ変接続,*,*,テスト,助詞,格助詞,*,*,が,動詞,自立,五段・ラ行,基本形,ある","名詞,サ変接続,*,*,テスト,助詞,格助詞,*,*,が,動詞,自立,一段,基本形,いる","1,0,-1,-1,0,1,0,-1,-1,0,1,0,1,0,1",[],[],"[[0, 0], [1, 1]]","[[2, 2]]",[],
token187,Token,"勉強,する","勉強,と,する","名詞,サ変接続,*,*,勉強,動詞,自立,サ変・スル,基本形,する","名詞,サ変接続,*,*,勉強,助詞,格助詞,*,*,と,動詞,自立,サ変・スル,基本形,する","1,0,0,0,0,1,0,0,0,0",[1],[],"[[0, 0], [2, 1]]",[],[],
token188,Token,"勉強,し,ない","勉強,する,じゃ,ない","名詞,サ変接続,*,*,勉強,動詞,自立,サ変・スル,未然形,する,助動詞,*,特殊・ナイ,基本形,ない","名詞,サ変接続,*,*,勉強,動詞,自立,サ変・スル,基本形,する,助詞,副助詞,*,*,じゃ,助動詞,*,特殊・ナイ,基本形,ない","0,0,0,0,0,1,0,0,1,0,1,-1,1,0,1",[2],"[[1, 1]]","[[0, 0], [3, 2]]",[],[],
token189,Token,"勉強,し,て,ください","勉強,ください","名詞,サ変接続,*,*,勉強,動詞,自立,サ変・スル,連用形,する,助詞,接続助詞,*,*,て,動詞,非自立,五段・ラ行特殊,命令ｉ,くださる","名詞,サ変接続,*,*,勉強,動詞,非自立,五段・ラ行特殊,命令ｉ,くださる","1,1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,0",[],[],"[[0, 0], [1, 3]]",[],"[1, 2]",
token190,Token,"宿題,を,明日","宿題,が,明日","名詞,サ変接続,*,*,宿題,助詞,格助詞,*,*,を,名詞,副詞可能,*,*,明日","名詞,サ変接続,*,*,宿題,助詞,格助詞,*,*,が,名詞,副詞可能,*,*,明日","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token191,Token,"授業,が,始まる","授業,が,始める","名詞,サ変接続,*,*,授業,助詞,格助詞,*,*,が,動詞,自立,五段・ラ行,基本形,始まる","名詞,サ変接続,*,*,授業,助詞,格助詞,*,*,が,動詞,自立,一段,基本形,始める","1,0,-1,-1,0,1,0,-1,-1,1,1,1,1,0,1",[],[],"[[0, 0], [1, 1]]","[[2, 2]]",[],
token192,Token,"授業,を,始める","授業,を,始まる","名詞,サ変接続,*,*,授業,助詞,格助詞,*,*,を,動詞,自立,一段,基本形,始める","名詞,サ変接続,*,*,授業,助詞,格助詞,*,*,を,動詞,自立,五段・ラ行,基本形,始まる","1,0,-1,-1,0,1,0,-1,-1,1,1,1,1,0,1",[],[],"[[0, 0], [1, 1]]","[[2, 2]]",[],
token193,Token,"携帯,で,写真","携帯,が,写真","名詞,サ変接続,*,*,携帯,助詞,格助詞,*,*,で,名詞,一般,*,*,写真","名詞,サ変接続,*,*,携帯,助詞,格助詞,*,*,が,名詞,一般,*,*,写真","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token194,Token,"病気,に,なる","病気,く,なる","名詞,サ変接続,*,*,病気,助詞,格助詞,*,*,に,動詞,自立,五段・ラ行,基本形,なる","名詞,サ変接続,*,*,病気,動詞,非自立,五段・カ行促音便,基本形,く,動詞,自立,五段・ラ行,基本形,なる","1,0,-1,-1,0,1,1,-1,-1,1,1,1,1,0,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token195,Token,"練習,する","練習,を,する","名詞,サ変接続,*,*,練習,動詞,自立,サ変・スル,基本形,する","名詞,サ変接続,*,*,練習,助詞,格助詞,*,*,を,動詞,自立,サ変・スル,基本形,する","1,1,0,0,0,1,0,0,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token196,Token,"クラス,は,どう","クラス,どう","名詞,一般,*,*,クラス,助詞,係助詞,*,*,は,副詞,助詞類接続,*,*,どう","名詞,一般,*,*,クラス,副詞,助詞類接続,*,*,どう","1,0,-1,-1,0,1,1,-1,-1,1,1,1,-1,-1,0",[],[],"[[0, 0], [1, 2]]",[],[1],
